1, 32, 0.013561, 0.647366, 0.006123, 0.107373, 0.002750, 0.279968, 0.016906, 0.006123, 0.107373, 0.002750, 0.279968, 0.016906
2, 32, 0.029483, 0.399697, 0.018900, 0.071399, 0.018407, 0.181457, 0.050282, 0.017188, 0.070499, 0.017509, 0.179545, 0.047948
4, 32, 0.029650, 0.277872, 0.016785, 0.055825, 0.028418, 0.140095, 0.074278, 0.015352, 0.054515, 0.027606, 0.137901, 0.072000
8, 32, 0.039361, 0.296550, 0.016122, 0.068448, 0.054211, 0.177713, 0.144082, 0.014882, 0.067434, 0.053217, 0.176094, 0.142578
16, 32, 0.053899, 0.493858, 0.017551, 0.118741, 0.111106, 0.339546, 0.321919, 0.015837, 0.117483, 0.109825, 0.337279, 0.319991
16, 128, 0.050077, 1.034846, 0.021196, 0.202052, 0.119090, 0.585320, 0.328976, 0.019512, 0.200247, 0.117729, 0.582855, 0.326461
8, 128, 0.034449, 1.389037, 0.021092, 0.225543, 0.061669, 0.701312, 0.190037, 0.019136, 0.224130, 0.060730, 0.698878, 0.187786
4, 128, 0.029125, 2.363504, 0.020372, 0.361603, 0.035713, 1.110373, 0.089163, 0.019024, 0.359909, 0.034733, 1.108468, 0.087203
2, 128, 0.017290, 4.516961, 0.022303, 0.671975, 0.022778, 2.093151, 0.053188, 0.020328, 0.670666, 0.021809, 2.090249, 0.050615
64, 128, 0.166524, 3.999086, 0.025703, 1.150233, 1.121020, 2.738835, 2.653641, 0.020571, 1.147673, 1.119133, 2.735323, 2.641746
1, 128, 0.013554, 8.851903, 0.006405, 1.299210, 0.003220, 4.099601, 0.021910, 0.006405, 1.299210, 0.003220, 4.099601, 0.021910
64, 512, 0.169233, 7.027659, 0.034110, 1.535167, 1.137451, 4.352994, 3.032327, 0.020555, 1.526659, 1.130965, 4.346987, 2.938022
128, 128, 0.286050, 7.549164, 0.026515, 2.346182, 2.330884, 5.128321, 5.084429, 0.022808, 2.343886, 2.328872, 5.125155, 5.078157
16, 512, 0.054607, 9.189492, 0.029217, 1.336145, 0.128677, 4.462436, 0.389730, 0.018461, 1.331731, 0.125402, 4.459134, 0.365490
128, 512, 0.280799, 8.935649, 0.030797, 2.538557, 2.339074, 5.788760, 5.126844, 0.020817, 2.530917, 2.332888, 5.783743, 5.069313
32, 32, 0.088642, 1.224005, 0.021071, 0.337205, 0.332387, 0.853923, 0.843866, 0.019241, 0.335924, 0.330941, 0.851549, 0.841450
8, 512, 0.032261, 17.543115, 0.024134, 2.486987, 0.071756, 8.357555, 0.216352, 0.019196, 2.478468, 0.068189, 8.351268, 0.196713
32, 128, 0.092651, 1.517502, 0.023549, 0.387270, 0.342091, 0.981478, 0.844848, 0.021005, 0.384865, 0.340441, 0.978732, 0.841443
256, 512, 0.288661, 16.233086, 0.029821, 4.727592, 4.625384, 11.163733, 10.831137, 0.021967, 4.719119, 4.619456, 11.157879, 10.784096
32, 512, 0.097870, 6.055321, 0.027790, 1.040421, 0.360046, 3.143431, 0.965276, 0.019478, 1.029746, 0.352139, 3.135357, 0.953844
256, 2048, 0.290798, 28.399389, 0.068120, 6.238884, 4.723137, 17.777616, 12.535049, 0.031060, 6.204718, 4.696085, 17.758270, 11.948037
128, 2048, 0.280401, 31.037081, 0.124404, 5.501627, 2.432995, 16.972283, 6.368655, 0.075910, 5.428026, 2.398149, 16.905399, 5.857645
4, 512, 0.030443, 34.564693, 0.030023, 4.862846, 0.041079, 16.382415, 0.132815, 0.020572, 4.858133, 0.038676, 16.378462, 0.099558
64, 2048, 0.173904, 50.101879, 1.328817, 7.363951, 1.299190, 24.557171, 3.512297, 0.088506, 7.320364, 1.263521, 24.530835, 3.013136
2, 512, 0.026968, 68.836089, 0.026922, 9.661591, 0.027401, 32.627748, 0.097357, 0.018866, 9.658006, 0.025681, 32.623183, 0.058782
32, 2048, 0.094773, 74.927540, 0.135997, 10.873176, 0.645827, 35.782422, 1.146323, 0.073803, 10.632403, 0.444049, 35.645224, 0.980642
1, 512, 0.013643, 137.442371, 0.007040, 19.269471, 0.003436, 65.138946, 0.031583, 0.007040, 19.269471, 0.003436, 65.138946, 0.031583
16, 2048, 0.055695, 139.680511, 0.086853, 19.605568, 0.212587, 66.105447, 0.492692, 0.068163, 19.563779, 0.185477, 66.080372, 0.449866
256, 8192, 0.305947, 202.740545, 5.445673, 29.108731, 5.156353, 100.731500, 16.345688, 0.180727, 28.958342, 5.038216, 100.656851, 12.098669
8, 2048, 0.036845, 278.212473, 0.095480, 38.947976, 0.170265, 131.562212, 0.340043, 0.049521, 38.903499, 0.124067, 131.519521, 0.282554
128, 8192, 0.293177, 374.467937, 4.376141, 50.616928, 2.759809, 186.202204, 18.218462, 0.184706, 50.474615, 2.662449, 186.069964, 6.020825
4, 2048, 0.024782, 555.574619, 0.144693, 77.693231, 0.109549, 262.729630, 0.276969, 0.050230, 77.596667, 0.085206, 262.624002, 0.177329
64, 8192, 0.179080, 709.356855, 1.168265, 97.163953, 1.536766, 345.767317, 9.206001, 0.186611, 97.003120, 1.398089, 345.534132, 3.035073
2, 2048, 0.020570, 1110.599280, 0.126649, 155.363413, 0.266676, 525.186740, 0.207441, 0.060326, 155.316417, 0.072912, 525.040556, 0.127012
32, 8192, 0.100388, 1165.160098, 0.856370, 161.843948, 1.234816, 557.055797, 2.910945, 0.113832, 160.878042, 0.547795, 556.010689, 1.183943
16, 8192, 0.060955, 2208.957067, 0.204426, 305.981821, 0.576110, 1049.065111, 1.000447, 0.089106, 305.806903, 0.257457, 1048.666426, 0.563850
1, 2048, 0.016548, 2220.513143, 0.025992, 310.338235, 0.010156, 1049.858822, 0.088441, 0.025992, 310.338235, 0.010156, 1049.858822, 0.088441
512, 512, 0.297409, 30.838281, 0.032468, 9.627397, 9.575749, 20.996433, 20.832066, 0.021411, 9.618613, 9.568011, 20.992090, 20.681142
512, 2048, 0.299431, 35.710472, 0.053068, 10.349768, 9.585631, 23.069118, 20.424105, 0.026130, 10.301313, 9.547029, 23.042875, 20.094767
1024, 2048, 0.322945, 65.490409, 0.049212, 19.294361, 18.907785, 44.935517, 43.612269, 0.026924, 19.254541, 18.876548, 44.911933, 43.480245
1024, 8192, 0.317034, 113.250716, 0.334991, 25.565546, 19.552491, 70.080490, 49.084004, 0.217414, 25.467795, 19.485627, 70.027109, 48.461697
512, 8192, 0.303983, 124.447655, 0.362106, 22.167598, 10.179398, 68.120968, 26.078654, 0.193513, 22.068736, 10.110967, 68.063858, 23.765254
2048, 8192, 0.361193, 148.434433, 1.779654, 42.645271, 39.574564, 94.859590, 83.890446, 0.158792, 42.443507, 39.444364, 94.728221, 83.197529
2048, 2048, 0.335740, 124.944206, 0.045712, 38.828512, 38.632038, 85.369236, 84.693915, 0.029183, 38.786353, 38.596457, 85.357032, 84.605499
