4, 32, 0.051628, 0.277876, 0.016781, 0.055826, 0.028421, 0.140095, 0.074280, 0.015353, 0.054518, 0.027607, 0.137907, 0.072005
2, 32, 0.025840, 0.399363, 0.018636, 0.071816, 0.018802, 0.180941, 0.049584, 0.016827, 0.070887, 0.017736, 0.179197, 0.047884
1, 32, 0.016447, 0.647369, 0.006123, 0.107373, 0.002751, 0.279968, 0.016906, 0.006123, 0.107373, 0.002751, 0.279968, 0.016906
8, 32, 0.031001, 0.296523, 0.016054, 0.068338, 0.054193, 0.177891, 0.144262, 0.014812, 0.067319, 0.053203, 0.176283, 0.142767
8, 128, 0.033773, 1.389577, 0.021110, 0.225537, 0.061663, 0.701842, 0.190570, 0.019144, 0.224130, 0.060730, 0.699407, 0.188314
16, 32, 0.053281, 0.490473, 0.017381, 0.118838, 0.111266, 0.335899, 0.318304, 0.015922, 0.117661, 0.110008, 0.333978, 0.316692
16, 128, 0.049990, 1.033754, 0.021164, 0.201876, 0.118872, 0.584432, 0.327963, 0.019489, 0.200090, 0.117545, 0.581935, 0.325545
4, 128, 0.021994, 2.364409, 0.020427, 0.361518, 0.035732, 1.111116, 0.089923, 0.019026, 0.360013, 0.034834, 1.109244, 0.087998
2, 128, 0.026428, 4.516981, 0.022308, 0.671978, 0.022784, 2.093156, 0.053195, 0.020335, 0.670677, 0.021818, 2.090256, 0.050616
1, 128, 0.033762, 8.851912, 0.006405, 1.299221, 0.003221, 4.099601, 0.021910, 0.006405, 1.299221, 0.003221, 4.099601, 0.021910
16, 512, 0.058260, 9.188628, 0.029105, 1.336416, 0.128731, 4.461898, 0.388643, 0.018461, 1.332426, 0.126214, 4.458576, 0.364822
32, 32, 0.087378, 1.228175, 0.021067, 0.338269, 0.333438, 0.856983, 0.846924, 0.019216, 0.337040, 0.332066, 0.854595, 0.844490
32, 128, 0.093550, 1.517265, 0.023536, 0.386934, 0.341756, 0.981587, 0.844962, 0.021001, 0.384507, 0.340099, 0.978849, 0.841584
8, 512, 0.039863, 17.543060, 0.025785, 2.486991, 0.071743, 8.357511, 0.216341, 0.019206, 2.478460, 0.068181, 8.351209, 0.196646
64, 128, 0.089354, 2.549309, 0.023532, 0.646427, 0.622511, 1.811104, 1.742682, 0.020993, 0.644088, 0.620846, 1.808455, 1.739362
64, 512, 0.091313, 4.931285, 0.027989, 0.987824, 0.645872, 2.979136, 1.889962, 0.020674, 0.978194, 0.639699, 2.971677, 1.868949
128, 128, 0.151974, 4.874636, 0.022825, 1.335028, 1.322445, 3.476308, 3.441256, 0.020450, 1.333003, 1.320687, 3.473534, 3.438326
128, 512, 0.146547, 6.010807, 0.027283, 1.485070, 1.312792, 4.011483, 3.466184, 0.022199, 1.475702, 1.306473, 4.005037, 3.456838
32, 512, 0.089284, 6.055563, 0.028021, 1.038845, 0.358458, 3.145066, 0.966881, 0.019330, 1.028085, 0.350514, 3.137042, 0.955517
256, 512, 0.160905, 10.572478, 0.026370, 2.853334, 2.766169, 7.430108, 7.157043, 0.018424, 2.844479, 2.760406, 7.424101, 7.148586
4, 512, 0.025763, 34.643846, 0.061897, 4.864484, 0.042081, 16.425740, 0.171252, 0.020870, 4.859131, 0.039541, 16.421112, 0.098557
256, 2048, 0.151972, 19.798654, 0.056824, 4.122183, 2.841417, 12.004120, 7.675958, 0.017622, 4.055349, 2.788474, 11.961902, 7.612205
128, 2048, 0.155661, 23.930958, 0.064461, 4.041351, 1.470665, 12.744836, 4.087750, 0.020101, 3.938214, 1.398817, 12.668731, 3.993272
512, 2048, 0.180250, 24.418321, 0.044964, 6.412884, 5.764191, 16.086597, 13.928415, 0.020634, 6.360549, 5.727810, 16.052266, 13.873412
64, 2048, 0.099976, 39.768177, 0.092923, 5.948021, 0.837972, 19.625748, 2.323881, 0.038848, 5.828938, 0.743472, 19.542978, 2.044890
2, 512, 0.039608, 68.876597, 0.029425, 9.673270, 0.027714, 32.652184, 0.093711, 0.021047, 9.660142, 0.025835, 32.638446, 0.056191
512, 512, 0.151950, 20.071122, 0.025814, 5.653616, 5.608298, 14.240912, 14.102772, 0.021375, 5.646275, 5.603694, 14.235956, 14.096558
32, 2048, 0.086013, 74.933879, 0.136522, 10.874478, 0.643063, 35.789550, 1.153304, 0.074244, 10.632794, 0.444120, 35.647396, 0.982612
512, 8192, 0.180889, 96.480196, 0.248384, 16.596708, 6.514628, 51.341256, 16.755547, 0.105911, 16.289490, 6.292282, 51.137580, 16.425879
1, 512, 0.013333, 137.442279, 0.007032, 19.269518, 0.003438, 65.138831, 0.031546, 0.007032, 19.269518, 0.003438, 65.138831, 0.031546
16, 2048, 0.055176, 139.685502, 0.085690, 19.616027, 0.221262, 66.102944, 0.484041, 0.068440, 19.568934, 0.185818, 66.077569, 0.447065
