1, 32, 0.000279, 0.076699, 0.000197, 0.012809, 0.000165, 0.034237, 0.000474, 0.000197, 0.012809, 0.000165, 0.034237, 0.000474
1, 128, 0.000269, 1.148876, 0.000488, 0.170611, 0.000211, 0.545592, 0.001230, 0.000488, 0.170611, 0.000211, 0.545592, 0.001230
1, 512, 0.000307, 16.531013, 0.002034, 2.407632, 0.000511, 7.894717, 0.005782, 0.002034, 2.407632, 0.000511, 7.894717, 0.005782
1, 2048, 0.000596, 266.215338, 0.013022, 38.677673, 0.003434, 127.260732, 0.021689, 0.013022, 38.677673, 0.003434, 127.260732, 0.021689
2, 32, 0.000332, 0.068450, 0.005509, 0.012911, 0.006340, 0.035300, 0.018276, 0.001498, 0.012034, 0.003270, 0.032817, 0.005231
2, 128, 0.000262, 0.544899, 0.002274, 0.083482, 0.004084, 0.260595, 0.013763, 0.001849, 0.082749, 0.003343, 0.260182, 0.004629
2, 512, 0.000309, 8.592460, 0.058800, 1.279472, 0.082312, 4.167865, 0.264826, 0.005430, 1.243244, 0.007224, 4.124273, 0.014374
2, 2048, 0.000429, 135.545841, 0.546590, 20.016210, 0.610960, 65.125472, 2.050574, 0.022738, 19.585850, 0.029752, 64.739615, 0.050759
4, 32, 0.000350, 0.058496, 0.005653, 0.015811, 0.012333, 0.030114, 0.021855, 0.002244, 0.015127, 0.009993, 0.027323, 0.011547
4, 128, 0.000385, 0.530909, 0.044660, 0.107577, 0.065321, 0.290330, 0.158653, 0.003081, 0.083163, 0.018044, 0.265651, 0.014874
4, 512, 0.000392, 7.637264, 0.562318, 1.218937, 0.610239, 4.324822, 2.377703, 0.007211, 0.989036, 0.021087, 3.941238, 0.030296
4, 2048, 0.000451, 122.626524, 7.165011, 22.134970, 12.356912, 69.480540, 37.962975, 0.021201, 15.705529, 0.048312, 63.400972, 0.106028
8, 32, 0.467975, 0.701809, 0.038149, 0.254311, 0.251676, 0.606799, 0.599146, 0.002916, 0.077311, 0.074596, 0.415554, 0.407564
8, 128, 0.129970, 0.711274, 0.017878, 0.221077, 0.176351, 0.458287, 0.337528, 0.003388, 0.123305, 0.089546, 0.382634, 0.206756
8, 512, 0.095870, 4.429812, 0.085923, 0.765226, 0.272350, 2.342904, 0.426671, 0.007836, 0.577785, 0.063145, 2.267888, 0.085188
8, 2048, 0.001871, 66.178561, 1.054129, 9.608871, 1.724909, 34.594783, 3.603976, 0.026004, 8.638142, 0.111447, 33.516297, 0.189617
